0.0314159 0.517968 -0.0650785  2.38834 -0.0418452  0.506196 -0.0637019  0.344239 -0.0477799  -0.625855 -1.0641  0.50443 -0.100411  -0.622611 -1.07469  2.49737 -0.0988566  -0.302052 -0.126896  5.20099 -0.0504074  -0.301898 -0.126292  5.20602 -0.04748  
108.605 0.000172446 -0.00919611  2.96091 -0.0801506  0.000173095 -0.00919589  0.953149 -0.0824863  3.15128e-06 -0.00919921  0.962253 -0.0816914  3.7494e-06 -0.00919923  2.95518 -0.0814549  -0.000166177 -0.0091962  4.96398 -0.0817921  -0.000165577 -0.0091962  4.95689 -0.0821155  
108.668 0.000172247 -0.00919081  2.96091 -0.0801058  0.000172895 -0.00919059  0.953151 -0.0824389  3.14771e-06 -0.0091939  0.962252 -0.0816449  3.74513e-06 -0.00919392  2.95518 -0.0814086  -0.000165985 -0.0091909  4.96398 -0.0817455  -0.000165386 -0.00919089  4.95689 -0.0820685  
108.731 0.000172048 -0.00918551  2.96091 -0.0800611  0.000172696 -0.00918529  0.953152 -0.0823915  3.14416e-06 -0.0091886  0.962252 -0.0815984  3.74087e-06 -0.00918862  2.95518 -0.0813624  -0.000165794 -0.0091856  4.96398 -0.0816989  -0.000165195 -0.00918559  4.95689 -0.0820215  
108.793 0.00017185 -0.00918022  2.96091 -0.0800164  0.000172497 -0.00918  0.953153 -0.0823441  3.1406e-06 -0.0091833  0.962252 -0.081552  3.73662e-06 -0.00918332  2.95518 -0.0813162  -0.000165603 -0.00918031  4.96398 -0.0816524  -0.000165004 -0.0091803  4.95689 -0.0819746  
108.856 0.000171652 -0.00917493  2.96091 -0.0799718  0.000172298 -0.00917471  0.953154 -0.0822969  3.13706e-06 -0.00917801  0.962252 -0.0815056  3.73237e-06 -0.00917803  2.95518 -0.0812701  -0.000165412 -0.00917502  4.96398 -0.0816059  -0.000164814 -0.00917502  4.95689 -0.0819277  
108.919 0.000171455 -0.00916965  2.96091 -0.0799272  0.0001721 -0.00916943  0.953155 -0.0822496  3.13351e-06 -0.00917273  0.962251 -0.0814593  3.72813e-06 -0.00917275  2.95518 -0.0812241  -0.000165221 -0.00916974  4.96397 -0.0815594  -0.000164625 -0.00916974  4.95688 -0.0818809  
108.982 0.000171258 -0.00916438  2.96091 -0.0798826  0.000171902 -0.00916416  0.953157 -0.0822025  3.12998e-06 -0.00916745  0.962251 -0.081413  3.7239e-06 -0.00916747  2.95518 -0.0811781  -0.000165031 -0.00916447  4.96397 -0.0815131  -0.000164435 -0.00916446  4.95688 -0.0818342  
109.045 0.000171061 -0.00915911  2.96091 -0.0798381  0.000171704 -0.00915889  0.953158 -0.0821554  3.12645e-06 -0.00916218  0.962251 -0.0813668  3.71967e-06 -0.0091622  2.95518 -0.0811321  -0.000164841 -0.0091592  4.96397 -0.0814667  -0.000164246 -0.0091592  4.95688 -0.0817875  
109.108 0.000170864 -0.00915385  2.96092 -0.0797937  0.000171507 -0.00915363  0.953159 -0.0821083  3.12293e-06 -0.00915691  0.962251 -0.0813206  3.71545e-06 -0.00915693  2.95518 -0.0810862  -0.000164652 -0.00915394  4.96397 -0.0814205  -0.000164057 -0.00915393  4.95688 -0.0817408  
109.17 0.000170668 -0.00914859  2.96092 -0.0797493  0.00017131 -0.00914838  0.95316 -0.0820613  3.11941e-06 -0.00915165  0.96225 -0.0812745  3.71124e-06 -0.00915167  2.95518 -0.0810404  -0.000164463 -0.00914868  4.96397 -0.0813742  -0.000163869 -0.00914868  4.95688 -0.0816942  
109.233 0.000170472 -0.00914335  2.96092 -0.079705  0.000171113 -0.00914313  0.953161 -0.0820143  3.1159e-06 -0.00914639  0.96225 -0.0812285  3.70704e-06 -0.00914641  2.95518 -0.0809946  -0.000164274 -0.00914343  4.96397 -0.0813281  -0.00016368 -0.00914343  4.95688 -0.0816477  
109.296 0.000170277 -0.0091381  2.96092 -0.0796607  0.000170917 -0.00913789  0.953162 -0.0819674  3.11239e-06 -0.00914115  0.96225 -0.0811825  3.70284e-06 -0.00914116  2.95518 -0.0809488  -0.000164085 -0.00913819  4.96397 -0.0812819  -0.000163493 -0.00913819  4.95688 -0.0816012  
109.359 0.000170082 -0.00913286  2.96092 -0.0796164  0.000170721 -0.00913265  0.953164 -0.0819206  3.10889e-06 -0.0091359  0.96225 -0.0811365  3.69865e-06 -0.00913592  2.95518 -0.0809031  -0.000163897 -0.00913295  4.96397 -0.0812359  -0.000163305 -0.00913295  4.95688 -0.0815548  
109.422 0.000169887 -0.00912763  2.96092 -0.0795722  0.000170525 -0.00912742  0.953165 -0.0818738  3.1054e-06 -0.00913067  0.962249 -0.0810906  3.69447e-06 -0.00913069  2.95518 -0.0808575  -0.000163709 -0.00912772  4.96396 -0.0811899  -0.000163118 -0.00912772  4.95688 -0.0815084  
109.485 0.000169692 -0.00912241  2.96092 -0.0795281  0.00017033 -0.00912219  0.953166 -0.081827  3.10191e-06 -0.00912544  0.962249 -0.0810448  3.69029e-06 -0.00912546  2.95518 -0.0808119  -0.000163522 -0.0091225  4.96396 -0.0811439  -0.000162931 -0.00912249  4.95688 -0.0814621  
109.547 0.000169498 -0.00911719  2.96092 -0.079484  0.000170135 -0.00911697  0.953167 -0.0817804  3.09843e-06 -0.00912021  0.962249 -0.080999  3.68612e-06 -0.00912023  2.95518 -0.0807664  -0.000163334 -0.00911728  4.96396 -0.081098  -0.000162744 -0.00911727  4.95687 -0.0814158  
109.61 0.000169304 -0.00911198  2.96092 -0.0794399  0.000169941 -0.00911176  0.953168 -0.0817337  3.09495e-06 -0.00911499  0.962249 -0.0809532  3.68196e-06 -0.00911501  2.95518 -0.0807209  -0.000163147 -0.00911206  4.96396 -0.0810521  -0.000162558 -0.00911206  4.95687 -0.0813696  
109.673 0.000169111 -0.00910677  2.96092 -0.0793959  0.000169746 -0.00910655  0.953169 -0.0816871  3.09148e-06 -0.00910978  0.962248 -0.0809075  3.67781e-06 -0.0091098  2.95518 -0.0806754  -0.000162961 -0.00910686  4.96396 -0.0810063  -0.000162372 -0.00910685  4.95687 -0.0813234  
109.736 0.000168918 -0.00910157  2.96092 -0.079352  0.000169552 -0.00910135  0.953171 -0.0816406  3.08802e-06 -0.00910457  0.962248 -0.0808619  3.67366e-06 -0.00910459  2.95518 -0.0806301  -0.000162774 -0.00910165  4.96396 -0.0809606  -0.000162187 -0.00910165  4.95687 -0.0812773  
109.799 0.000168725 -0.00909637  2.96092 -0.0793081  0.000169359 -0.00909616  0.953172 -0.0815941  3.08456e-06 -0.00909937  0.962248 -0.0808163  3.66952e-06 -0.00909939  2.95518 -0.0805847  -0.000162588 -0.00909646  4.96396 -0.0809149  -0.000162001 -0.00909645  4.95687 -0.0812313  
109.861 0.000168533 -0.00909118  2.96092 -0.0792642  0.000169165 -0.00909097  0.953173 -0.0815477  3.0811e-06 -0.00909418  0.962248 -0.0807707  3.66539e-06 -0.0090942  2.95518 -0.0805394  -0.000162403 -0.00909127  4.96396 -0.0808692  -0.000161816 -0.00909126  4.95687 -0.0811852  
109.924 0.00016834 -0.009086  2.96092 -0.0792204  0.000168972 -0.00908578  0.953174 -0.0815014  3.07766e-06 -0.00908899  0.962247 -0.0807253  3.66126e-06 -0.00908901  2.95518 -0.0804942  -0.000162217 -0.00908609  4.96396 -0.0808236  -0.000161632 -0.00908608  4.95687 -0.0811393  
109.987 0.000168149 -0.00908082  2.96092 -0.0791767  0.00016878 -0.00908061  0.953175 -0.081455  3.07421e-06 -0.00908381  0.962247 -0.0806798  3.65714e-06 -0.00908383  2.95518 -0.080449  -0.000162032 -0.00908091  4.96395 -0.0807781  -0.000161447 -0.0090809  4.95687 -0.0810934  
110.05 0.000167957 -0.00907565  2.96092 -0.0791329  0.000168588 -0.00907544  0.953176 -0.0814088  3.07078e-06 -0.00907863  0.962247 -0.0806344  3.65303e-06 -0.00907865  2.95518 -0.0804039  -0.000161848 -0.00907574  4.96395 -0.0807326  -0.000161263 -0.00907573  4.95687 -0.0810475  
110.113 0.000167766 -0.00907048  2.96092 -0.0790893  0.000168396 -0.00907027  0.953178 -0.0813626  3.06735e-06 -0.00907346  0.962247 -0.0805891  3.64892e-06 -0.00907348  2.95518 -0.0803588  -0.000161663 -0.00907057  4.96395 -0.0806871  -0.00016108 -0.00907056  4.95687 -0.0810017  
110.176 0.000167575 -0.00906532  2.96092 -0.0790457  0.000168204 -0.00906511  0.953179 -0.0813164  3.06392e-06 -0.00906829  0.962246 -0.0805438  3.64482e-06 -0.00906831  2.95518 -0.0803138  -0.000161479 -0.00906541  4.96395 -0.0806417  -0.000160896 -0.0090654  4.95686 -0.080956  
110.238 0.000167384 -0.00906017  2.96092 -0.0790021  0.000168013 -0.00905996  0.95318 -0.0812703  3.0605e-06 -0.00906313  0.962246 -0.0804986  3.64073e-06 -0.00906315  2.95518 -0.0802688  -0.000161295 -0.00906025  4.96395 -0.0805964  -0.000160713 -0.00906025  4.95686 -0.0809103  
110.301 0.000167194 -0.00905502  2.96092 -0.0789586  0.000167822 -0.00905481  0.953181 -0.0812242  3.05709e-06 -0.00905798  0.962246 -0.0804534  3.63664e-06 -0.009058  2.95518 -0.0802239  -0.000161112 -0.00905511  4.96395 -0.0805511  -0.00016053 -0.0090551  4.95686 -0.0808646  
110.364 0.000167004 -0.00904987  2.96092 -0.0789151  0.000167631 -0.00904967  0.953182 -0.0811782  3.05368e-06 -0.00905283  0.962246 -0.0804083  3.63256e-06 -0.00905285  2.95518 -0.080179  -0.000160929 -0.00904996  4.96395 -0.0805059  -0.000160348 -0.00904996  4.95686 -0.080819  
110.427 0.000166815 -0.00904474  2.96092 -0.0788717  0.000167441 -0.00904453  0.953183 -0.0811323  3.05028e-06 -0.00904769  0.962245 -0.0803632  3.62849e-06 -0.00904771  2.95518 -0.0801342  -0.000160746 -0.00904483  4.96395 -0.0804607  -0.000160166 -0.00904482  4.95686 -0.0807735  
110.49 0.000166626 -0.00903961  2.96092 -0.0788283  0.000167251 -0.0090394  0.953185 -0.0810864  3.04689e-06 -0.00904255  0.962245 -0.0803181  3.62443e-06 -0.00904257  2.95518 -0.0800894  -0.000160564 -0.00903969  4.96394 -0.0804155  -0.000159984 -0.00903969  4.95686 -0.080728  
110.553 0.000166437 -0.00903448  2.96092 -0.078785  0.000167061 -0.00903427  0.953186 -0.0810406  3.04349e-06 -0.00903742  0.962245 -0.0802732  3.62037e-06 -0.00903744  2.95518 -0.0800447  -0.000160381 -0.00903457  4.96394 -0.0803705  -0.000159802 -0.00903456  4.95686 -0.0806825  
110.615 0.000166248 -0.00902936  2.96092 -0.0787417  0.000166872 -0.00902916  0.953187 -0.0809948  3.04011e-06 -0.0090323  0.962245 -0.0802282  3.61632e-06 -0.00903232  2.95518 -0.08  -0.000160199 -0.00902945  4.96394 -0.0803254  -0.000159621 -0.00902944  4.95686 -0.0806371  
110.678 0.00016606 -0.00902425  2.96092 -0.0786985  0.000166683 -0.00902404  0.953188 -0.080949  3.03673e-06 -0.00902718  0.962244 -0.0801834  3.61227e-06 -0.0090272  2.95518 -0.0799554  -0.000160018 -0.00902434  4.96394 -0.0802804  -0.00015944 -0.00902433  4.95686 -0.0805918  
110.741 0.000165872 -0.00901914  2.96092 -0.0786553  0.000166494 -0.00901893  0.953189 -0.0809033  3.03336e-06 -0.00902207  0.962244 -0.0801385  3.60823e-06 -0.00902209  2.95518 -0.0799108  -0.000159837 -0.00901923  4.96394 -0.0802355  -0.00015926 -0.00901922  4.95686 -0.0805465  
110.804 0.000165684 -0.00901404  2.96092 -0.0786122  0.000166305 -0.00901383  0.95319 -0.0808577  3.02999e-06 -0.00901696  0.962244 -0.0800938  3.6042e-06 -0.00901698  2.95518 -0.0798663  -0.000159656 -0.00901413  4.96394 -0.0801906  -0.000159079 -0.00901412  4.95686 -0.0805013  
110.867 0.000165497 -0.00900894  2.96092 -0.0785691  0.000166117 -0.00900874  0.953191 -0.0808121  3.02663e-06 -0.00901186  0.962244 -0.080049  3.60018e-06 -0.00901188  2.95518 -0.0798218  -0.000159475 -0.00900903  4.96394 -0.0801458  -0.000158899 -0.00900902  4.95685 -0.0804561  
110.93 0.00016531 -0.00900385  2.96092 -0.078526  0.00016593 -0.00900365  0.953192 -0.0807666  3.02327e-06 -0.00900676  0.962243 -0.0800043  3.59616e-06 -0.00900678  2.95518 -0.0797774  -0.000159295 -0.00900394  4.96394 -0.080101  -0.00015872 -0.00900393  4.95685 -0.080411  
110.992 0.000165123 -0.00899877  2.96092 -0.0784831  0.000165742 -0.00899856  0.953194 -0.0807211  3.01992e-06 -0.00900168  0.962243 -0.0799597  3.59215e-06 -0.00900169  2.95518 -0.079733  -0.000159115 -0.00899885  4.96394 -0.0800562  -0.00015854 -0.00899885  4.95685 -0.0803659  
111.055 0.000164937 -0.00899369  2.96092 -0.0784401  0.000165555 -0.00899348  0.953195 -0.0806757  3.01657e-06 -0.00899659  0.962243 -0.0799151  3.58815e-06 -0.00899661  2.95518 -0.0796886  -0.000158935 -0.00899377  4.96393 -0.0800116  -0.000158361 -0.00899377  4.95685 -0.0803208  
111.118 0.000164751 -0.00898861  2.96092 -0.0783972  0.000165368 -0.00898841  0.953196 -0.0806303  3.01323e-06 -0.00899151  0.962243 -0.0798706  3.58415e-06 -0.00899153  2.95518 -0.0796444  -0.000158755 -0.0089887  4.96393 -0.0799669  -0.000158182 -0.0089887  4.95685 -0.0802758  
111.181 0.000164565 -0.00898355  2.96092 -0.0783544  0.000165182 -0.00898334  0.953197 -0.0805849  3.00989e-06 -0.00898644  0.962242 -0.0798261  3.58016e-06 -0.00898646  2.95518 -0.0796001  -0.000158576 -0.00898363  4.96393 -0.0799223  -0.000158004 -0.00898363  4.95685 -0.0802309  
111.244 0.00016438 -0.00897848  2.96092 -0.0783115  0.000164996 -0.00897828  0.953198 -0.0805397  3.00656e-06 -0.00898137  0.962242 -0.0797817  3.57617e-06 -0.00898139  2.95518 -0.079556  -0.000158397 -0.00897857  4.96393 -0.0798778  -0.000157826 -0.00897857  4.95685 -0.080186  
111.307 0.000164195 -0.00897343  2.96092 -0.0782688  0.00016481 -0.00897323  0.953199 -0.0804944  3.00324e-06 -0.00897631  0.962242 -0.0797373  3.57219e-06 -0.00897633  2.95518 -0.0795118  -0.000158219 -0.00897352  4.96393 -0.0798333  -0.000157648 -0.00897351  4.95685 -0.0801412  
111.369 0.00016401 -0.00896838  2.96092 -0.0782261  0.000164624 -0.00896818  0.9532 -0.0804492  2.99992e-06 -0.00897126  0.962242 -0.079693  3.56822e-06 -0.00897127  2.95518 -0.0794677  -0.000158041 -0.00896846  4.96393 -0.0797889  -0.00015747 -0.00896846  4.95685 -0.0800964  
111.432 0.000163825 -0.00896333  2.96092 -0.0781834  0.000164439 -0.00896313  0.953201 -0.0804041  2.99661e-06 -0.00896621  0.962241 -0.0796487  3.56426e-06 -0.00896623  2.95518 -0.0794237  -0.000157863 -0.00896342  4.96393 -0.0797445  -0.000157293 -0.00896341  4.95685 -0.0800517  
111.495 0.000163641 -0.00895829  2.96092 -0.0781408  0.000164254 -0.00895809  0.953203 -0.080359  2.9933e-06 -0.00896116  0.962241 -0.0796045  3.5603e-06 -0.00896118  2.95518 -0.0793797  -0.000157685 -0.00895838  4.96393 -0.0797001  -0.000157116 -0.00895838  4.95684 -0.080007  
111.558 0.000163457 -0.00895326  2.96092 -0.0780982  0.000164069 -0.00895306  0.953204 -0.080314  2.99e-06 -0.00895613  0.962241 -0.0795603  3.55635e-06 -0.00895614  2.95518 -0.0793358  -0.000157508 -0.00895335  4.96393 -0.0796558  -0.000156939 -0.00895334  4.95684 -0.0799624  
111.621 0.000163274 -0.00894823  2.96092 -0.0780557  0.000163885 -0.00894803  0.953205 -0.080269  2.9867e-06 -0.00895109  0.962241 -0.0795161  3.5524e-06 -0.00895111  2.95518 -0.0792919  -0.000157331 -0.00894832  4.96392 -0.0796116  -0.000156763 -0.00894831  4.95684 -0.0799178  
111.684 0.00016309 -0.00894321  2.96092 -0.0780132  0.000163701 -0.00894301  0.953206 -0.0802241  2.98341e-06 -0.00894607  0.962241 -0.079472  3.54846e-06 -0.00894608  2.95518 -0.079248  -0.000157154 -0.0089433  4.96392 -0.0795674  -0.000156587 -0.00894329  4.95684 -0.0798732  
111.746 0.000162907 -0.00893819  2.96092 -0.0779708  0.000163517 -0.00893799  0.953207 -0.0801792  2.98012e-06 -0.00894104  0.96224 -0.079428  3.54453e-06 -0.00894106  2.95518 -0.0792042  -0.000156978 -0.00893828  4.96392 -0.0795233  -0.000156411 -0.00893827  4.95684 -0.0798287  
111.809 0.000162725 -0.00893318  2.96092 -0.0779284  0.000163334 -0.00893298  0.953208 -0.0801344  2.97684e-06 -0.00893603  0.96224 -0.079384  3.54061e-06 -0.00893605  2.95518 -0.0791605  -0.000156801 -0.00893327  4.96392 -0.0794792  -0.000156236 -0.00893326  4.95684 -0.0797843  
111.872 0.000162542 -0.00892818  2.96093 -0.077886  0.000163151 -0.00892798  0.953209 -0.0800896  2.97357e-06 -0.00893102  0.96224 -0.0793401  3.53669e-06 -0.00893104  2.95518 -0.0791168  -0.000156626 -0.00892826  4.96392 -0.0794351  -0.00015606 -0.00892826  4.95684 -0.0797399  
111.935 0.00016236 -0.00892318  2.96093 -0.0778437  0.000162968 -0.00892298  0.95321 -0.0800449  2.9703e-06 -0.00892601  0.96224 -0.0792962  3.53278e-06 -0.00892603  2.95518 -0.0790732  -0.00015645 -0.00892326  4.96392 -0.0793911  -0.000155886 -0.00892326  4.95684 -0.0796956  
111.998 0.000162179 -0.00891818  2.96093 -0.0778015  0.000162786 -0.00891799  0.953211 -0.0800002  2.96703e-06 -0.00892101  0.962239 -0.0792523  3.52887e-06 -0.00892103  2.95518 -0.0790296  -0.000156275 -0.00891827  4.96392 -0.0793472  -0.000155711 -0.00891826  4.95684 -0.0796513  
112.061 0.000161997 -0.00891319  2.96093 -0.0777593  0.000162604 -0.008913  0.953212 -0.0799556  2.96377e-06 -0.00891602  0.962239 -0.0792085  3.52497e-06 -0.00891604  2.95518 -0.078986  -0.0001561 -0.00891328  4.96392 -0.0793033  -0.000155537 -0.00891328  4.95684 -0.0796071  
112.123 0.000161816 -0.00890821  2.96093 -0.0777171  0.000162422 -0.00890801  0.953214 -0.079911  2.96052e-06 -0.00891103  0.962239 -0.0791648  3.52108e-06 -0.00891105  2.95518 -0.0789425  -0.000155925 -0.0089083  4.96392 -0.0792594  -0.000155363 -0.00890829  4.95684 -0.0795629  
112.186 0.000161635 -0.00890323  2.96093 -0.077675  0.00016224 -0.00890304  0.953215 -0.0798665  2.95727e-06 -0.00890605  0.962239 -0.0791211  3.51719e-06 -0.00890607  2.95518 -0.078899  -0.000155751 -0.00890332  4.96391 -0.0792156  -0.000155189 -0.00890331  4.95683 -0.0795187  
112.249 0.000161455 -0.00889826  2.96093 -0.0776329  0.000162059 -0.00889807  0.953216 -0.079822  2.95403e-06 -0.00890107  0.962238 -0.0790774  3.51331e-06 -0.00890109  2.95518 -0.0788556  -0.000155577 -0.00889835  4.96391 -0.0791719  -0.000155016 -0.00889834  4.95683 -0.0794746  
112.312 0.000161275 -0.00889329  2.96093 -0.0775909  0.000161878 -0.0088931  0.953217 -0.0797776  2.95079e-06 -0.0088961  0.962238 -0.0790338  3.50944e-06 -0.00889612  2.95518 -0.0788123  -0.000155403 -0.00889338  4.96391 -0.0791282  -0.000154842 -0.00889338  4.95683 -0.0794306  
112.375 0.000161095 -0.00888833  2.96093 -0.0775489  0.000161697 -0.00888814  0.953218 -0.0797332  2.94756e-06 -0.00889114  0.962238 -0.0789903  3.50557e-06 -0.00889115  2.95518 -0.078769  -0.000155229 -0.00888842  4.96391 -0.0790845  -0.00015467 -0.00888842  4.95683 -0.0793866  
112.438 0.000160915 -0.00888338  2.96093 -0.077507  0.000161517 -0.00888318  0.953219 -0.0796889  2.94433e-06 -0.00888618  0.962238 -0.0789468  3.50171e-06 -0.00888619  2.95518 -0.0787257  -0.000155056 -0.00888346  4.96391 -0.0790409  -0.000154497 -0.00888346  4.95683 -0.0793426  
112.5 0.000160736 -0.00887843  2.96093 -0.0774651  0.000161337 -0.00887823  0.95322 -0.0796446  2.94111e-06 -0.00888122  0.962237 -0.0789033  3.49785e-06 -0.00888124  2.95518 -0.0786825  -0.000154883 -0.00887851  4.96391 -0.0789973  -0.000154325 -0.00887851  4.95683 -0.0792987  
112.563 0.000160557 -0.00887348  2.96093 -0.0774233  0.000161157 -0.00887329  0.953221 -0.0796004  2.93789e-06 -0.00887627  0.962237 -0.0788599  3.494e-06 -0.00887629  2.95518 -0.0786393  -0.000154711 -0.00887357  4.96391 -0.0789538  -0.000154153 -0.00887357  4.95683 -0.0792549  
112.626 0.000160378 -0.00886855  2.96093 -0.0773815  0.000160978 -0.00886835  0.953222 -0.0795562  2.93468e-06 -0.00887133  0.962237 -0.0788165  3.49016e-06 -0.00887135  2.95518 -0.0785962  -0.000154538 -0.00886863  4.96391 -0.0789104  -0.000153981 -0.00886863  4.95683 -0.0792111  
112.689 0.0001602 -0.00886361  2.96093 -0.0773397  0.000160799 -0.00886342  0.953223 -0.079512  2.93147e-06 -0.00886639  0.962237 -0.0787732  3.48632e-06 -0.00886641  2.95518 -0.0785531  -0.000154366 -0.0088637  4.96391 -0.0788669  -0.00015381 -0.00886369  4.95683 -0.0791673  
112.752 0.000160022 -0.00885868  2.96093 -0.077298  0.00016062 -0.00885849  0.953224 -0.079468  2.92827e-06 -0.00886146  0.962237 -0.07873  3.48249e-06 -0.00886148  2.95518 -0.0785101  -0.000154195 -0.00885877  4.9639 -0.0788236  -0.000153638 -0.00885877  4.95683 -0.0791236  
112.815 0.000159844 -0.00885376  2.96093 -0.0772564  0.000160441 -0.00885357  0.953225 -0.0794239  2.92507e-06 -0.00885653  0.962236 -0.0786867  3.47867e-06 -0.00885655  2.95518 -0.0784671  -0.000154023 -0.00885385  4.9639 -0.0787802  -0.000153468 -0.00885384  4.95683 -0.07908  
112.877 0.000159666 -0.00884884  2.96093 -0.0772147  0.000160263 -0.00884865  0.953227 -0.0793799  2.92188e-06 -0.00885161  0.962236 -0.0786436  3.47485e-06 -0.00885163  2.95518 -0.0784241  -0.000153852 -0.00884893  4.9639 -0.078737  -0.000153297 -0.00884893  4.95682 -0.0790364  
112.94 0.000159489 -0.00884393  2.96093 -0.0771732  0.000160085 -0.00884374  0.953228 -0.079336  2.9187e-06 -0.0088467  0.962236 -0.0786004  3.47104e-06 -0.00884671  2.95518 -0.0783812  -0.000153681 -0.00884402  4.9639 -0.0786937  -0.000153127 -0.00884401  4.95682 -0.0789928  
113.003 0.000159312 -0.00883903  2.96093 -0.0771316  0.000159908 -0.00883884  0.953229 -0.0792921  2.91552e-06 -0.00884179  0.962236 -0.0785573  3.46724e-06 -0.0088418  2.95518 -0.0783384  -0.00015351 -0.00883911  4.9639 -0.0786505  -0.000152957 -0.00883911  4.95682 -0.0789493  
113.066 0.000159136 -0.00883413  2.96093 -0.0770901  0.00015973 -0.00883394  0.95323 -0.0792483  2.91234e-06 -0.00883688  0.962235 -0.0785143  3.46344e-06 -0.0088369  2.95518 -0.0782956  -0.00015334 -0.00883421  4.9639 -0.0786074  -0.000152787 -0.00883421  4.95682 -0.0789058  
113.129 0.000158959 -0.00882923  2.96093 -0.0770487  0.000159553 -0.00882904  0.953231 -0.0792045  2.90917e-06 -0.00883198  0.962235 -0.0784713  3.45965e-06 -0.008832  2.95518 -0.0782528  -0.00015317 -0.00882932  4.9639 -0.0785643  -0.000152618 -0.00882931  4.95682 -0.0788624  
113.192 0.000158783 -0.00882434  2.96093 -0.0770073  0.000159376 -0.00882415  0.953232 -0.0791607  2.90601e-06 -0.00882709  0.962235 -0.0784284  3.45586e-06 -0.0088271  2.95518 -0.0782101  -0.000153 -0.00882443  4.9639 -0.0785213  -0.000152448 -0.00882442  4.95682 -0.078819  
113.254 0.000158608 -0.00881946  2.96093 -0.076966  0.0001592 -0.00881927  0.953233 -0.079117  2.90284e-06 -0.0088222  0.962235 -0.0783855  3.45208e-06 -0.00882221  2.95518 -0.0781675  -0.000152831 -0.00881954  4.9639 -0.0784783  -0.00015228 -0.00881954  4.95682 -0.0787757  
113.317 0.000158432 -0.00881458  2.96093 -0.0769246  0.000159024 -0.00881439  0.953234 -0.0790734  2.89969e-06 -0.00881731  0.962235 -0.0783426  3.44831e-06 -0.00881733  2.95518 -0.0781249  -0.000152662 -0.00881466  4.9639 -0.0784353  -0.000152111 -0.00881466  4.95682 -0.0787324  
113.38 0.000158257 -0.0088097  2.96093 -0.0768834  0.000158848 -0.00880952  0.953235 -0.0790298  2.89654e-06 -0.00881244  0.962234 -0.0782998  3.44454e-06 -0.00881245  2.95518 -0.0780823  -0.000152493 -0.00880979  4.96389 -0.0783924  -0.000151943 -0.00880978  4.95682 -0.0786892  
113.443 0.000158082 -0.00880484  2.96093 -0.0768422  0.000158672 -0.00880465  0.953236 -0.0789862  2.8934e-06 -0.00880756  0.962234 -0.0782571  3.44078e-06 -0.00880758  2.95518 -0.0780398  -0.000152324 -0.00880492  4.96389 -0.0783496  -0.000151775 -0.00880492  4.95682 -0.078646  
113.506 0.000157907 -0.00879997  2.96093 -0.076801  0.000158497 -0.00879979  0.953237 -0.0789427  2.89026e-06 -0.0088027  0.962234 -0.0782144  3.43702e-06 -0.00880271  2.95518 -0.0779973  -0.000152156 -0.00880006  4.96389 -0.0783068  -0.000151607 -0.00880005  4.95682 -0.0786029  
113.569 0.000157733 -0.00879512  2.96093 -0.0767598  0.000158322 -0.00879493  0.953238 -0.0788992  2.88712e-06 -0.00879783  0.962234 -0.0781717  3.43327e-06 -0.00879785  2.95518 -0.0779549  -0.000151987 -0.0087952  4.96389 -0.078264  -0.000151439 -0.0087952  4.95681 -0.0785598  
113.631 0.000157559 -0.00879026  2.96093 -0.0767188  0.000158147 -0.00879008  0.953239 -0.0788558  2.88399e-06 -0.00879298  0.962233 -0.0781291  3.42953e-06 -0.00879299  2.95518 -0.0779125  -0.00015182 -0.00879035  4.96389 -0.0782213  -0.000151272 -0.00879034  4.95681 -0.0785167  
113.694 0.000157385 -0.00878542  2.96093 -0.0766777  0.000157973 -0.00878523  0.95324 -0.0788125  2.88087e-06 -0.00878813  0.962233 -0.0780865  3.42579e-06 -0.00878814  2.95518 -0.0778702  -0.000151652 -0.0087855  4.96389 -0.0781786  -0.000151105 -0.0087855  4.95681 -0.0784737  
113.757 0.000157212 -0.00878058  2.96093 -0.0766367  0.000157799 -0.00878039  0.953241 -0.0787691  2.87775e-06 -0.00878328  0.962233 -0.078044  3.42206e-06 -0.0087833  2.95518 -0.0778279  -0.000151485 -0.00878066  4.96389 -0.078136  -0.000150939 -0.00878066  4.95681 -0.0784308  
113.82 0.000157039 -0.00877574  2.96093 -0.0765958  0.000157625 -0.00877555  0.953242 -0.0787259  2.87463e-06 -0.00877844  0.962233 -0.0780015  3.41834e-06 -0.00877846  2.95518 -0.0777856  -0.000151318 -0.00877582  4.96389 -0.0780934  -0.000150772 -0.00877582  4.95681 -0.0783879  
113.883 0.000156866 -0.00877091  2.96093 -0.0765548  0.000157451 -0.00877072  0.953243 -0.0786826  2.87152e-06 -0.0087736  0.962232 -0.0779591  3.41462e-06 -0.00877362  2.95518 -0.0777434  -0.000151151 -0.00877099  4.96389 -0.0780509  -0.000150606 -0.00877099  4.95681 -0.078345  
113.946 0.000156693 -0.00876608  2.96093 -0.076514  0.000157278 -0.0087659  0.953245 -0.0786395  2.86842e-06 -0.00876877  0.962232 -0.0779167  3.41091e-06 -0.00876879  2.95518 -0.0777013  -0.000150985 -0.00876617  4.96388 -0.0780084  -0.00015044 -0.00876616  4.95681 -0.0783022  
