0.0314159 0.517968 -0.0650785  2.38834 -0.0418452  0.506196 -0.0637019  0.344239 -0.0477799  -0.625855 -1.0641  0.50443 -0.100411  -0.622611 -1.07469  2.49737 -0.0988566  -0.302052 -0.126896  5.20099 -0.0504074  -0.301898 -0.126292  5.20602 -0.04748  
29.9394 0.00220865 -0.0328871  2.95842 -0.265784  0.0022239 -0.0328549  0.940509 -0.293368  3.10556e-05 -0.0330155  0.964959 -0.283642  4.05941e-05 -0.0330185  2.95622 -0.280853  -0.00214996 -0.0328731  4.97661 -0.284816  -0.00213967 -0.0328701  4.96757 -0.288827  
30.0022 0.00219967 -0.0328203  2.95843 -0.265297  0.00221482 -0.0327883  0.940566 -0.292775  3.09709e-05 -0.0329479  0.964947 -0.283087  4.04622e-05 -0.0329509  2.95621 -0.280309  -0.00214112 -0.0328064  4.97655 -0.284257  -0.00213089 -0.0328034  4.96752 -0.288252  
30.065 0.00219074 -0.0327537  2.95844 -0.264812  0.00220581 -0.0327219  0.940623 -0.292184  3.08864e-05 -0.0328806  0.964935 -0.282534  4.03307e-05 -0.0328835  2.95621 -0.279768  -0.00213234 -0.03274  4.97649 -0.2837  -0.00212216 -0.032737  4.96747 -0.287679  
30.1279 0.00218186 -0.0326874  2.95845 -0.264329  0.00219685 -0.0326559  0.940679 -0.291596  3.08021e-05 -0.0328135  0.964923 -0.281984  4.01998e-05 -0.0328164  2.9562 -0.279228  -0.00212361 -0.0326738  4.97644 -0.283145  -0.00211348 -0.0326708  4.96742 -0.287109  
30.1907 0.00217304 -0.0326213  2.95846 -0.263847  0.00218794 -0.0325901  0.940735 -0.29101  3.07179e-05 -0.0327467  0.964911 -0.281435  4.00694e-05 -0.0327496  2.9562 -0.27869  -0.00211493 -0.0326079  4.97638 -0.282592  -0.00210486 -0.0326049  4.96738 -0.28654  
30.2535 0.00216427 -0.0325555  2.95847 -0.263367  0.00217908 -0.0325245  0.940791 -0.290426  3.06339e-05 -0.0326802  0.964899 -0.280889  3.99395e-05 -0.0326831  2.95619 -0.278155  -0.00210631 -0.0325422  4.97632 -0.282042  -0.00209629 -0.0325393  4.96733 -0.285974  
30.3164 0.00215555 -0.03249  2.95848 -0.262889  0.00217028 -0.0324592  0.940847 -0.289845  3.05501e-05 -0.032614  0.964887 -0.280345  3.98101e-05 -0.0326168  2.95619 -0.277621  -0.00209774 -0.0324768  4.97627 -0.281493  -0.00208777 -0.0324739  4.96728 -0.28541  
30.3792 0.00214689 -0.0324247  2.95849 -0.262413  0.00216153 -0.0323942  0.940902 -0.289266  3.04664e-05 -0.032548  0.964875 -0.279803  3.96812e-05 -0.0325508  2.95618 -0.277089  -0.00208922 -0.0324117  4.97621 -0.280947  -0.0020793 -0.0324088  4.96724 -0.284848  
30.442 0.00213827 -0.0323597  2.9585 -0.261938  0.00215284 -0.0323294  0.940957 -0.288689  3.03829e-05 -0.0324822  0.964864 -0.279263  3.95529e-05 -0.0324851  2.95618 -0.27656  -0.00208075 -0.0323468  4.97616 -0.280402  -0.00207088 -0.0323439  4.96719 -0.284289  
30.5049 0.00212971 -0.032295  2.95852 -0.261465  0.00214419 -0.0322649  0.941011 -0.288115  3.02997e-05 -0.0324168  0.964852 -0.278725  3.94251e-05 -0.0324196  2.95617 -0.276032  -0.00207234 -0.0322821  4.97611 -0.27986  -0.00206252 -0.0322793  4.96714 -0.283731  
30.5677 0.0021212 -0.0322305  2.95853 -0.260994  0.0021356 -0.0322006  0.941065 -0.287543  3.02166e-05 -0.0323516  0.96484 -0.278189  3.92977e-05 -0.0323544  2.95617 -0.275506  -0.00206397 -0.0322178  4.97605 -0.27932  -0.0020542 -0.032215  4.9671 -0.283176  
30.6305 0.00211274 -0.0321662  2.95854 -0.260524  0.00212706 -0.0321366  0.941119 -0.286973  3.01336e-05 -0.0322867  0.964829 -0.277655  3.91709e-05 -0.0322894  2.95617 -0.274983  -0.00205565 -0.0321536  4.976 -0.278782  -0.00204594 -0.0321509  4.96705 -0.282623  
30.6934 0.00210433 -0.0321022  2.95855 -0.260056  0.00211857 -0.0320729  0.941172 -0.286405  3.00509e-05 -0.032222  0.964817 -0.277124  3.90446e-05 -0.0322247  2.95616 -0.274461  -0.00204739 -0.0320898  4.97594 -0.278246  -0.00203772 -0.032087  4.96701 -0.282072  
30.7562 0.00209597 -0.0320385  2.95856 -0.25959  0.00211013 -0.0320094  0.941226 -0.285839  2.99684e-05 -0.0321576  0.964806 -0.276594  3.89189e-05 -0.0321603  2.95616 -0.273941  -0.00203917 -0.0320262  4.97589 -0.277712  -0.00202956 -0.0320234  4.96696 -0.281523  
30.819 0.00208765 -0.031975  2.95857 -0.259125  0.00210174 -0.0319461  0.941278 -0.285276  2.9886e-05 -0.0320934  0.964795 -0.276066  3.87936e-05 -0.0320961  2.95615 -0.273424  -0.00203101 -0.0319628  4.97584 -0.27718  -0.00202144 -0.0319601  4.96692 -0.280977  
30.8819 0.00207939 -0.0319118  2.95858 -0.258662  0.0020934 -0.0318831  0.941331 -0.284715  2.98039e-05 -0.0320295  0.964783 -0.27554  3.86688e-05 -0.0320321  2.95615 -0.272908  -0.00202289 -0.0318997  4.97579 -0.27665  -0.00201337 -0.031897  4.96687 -0.280432  
30.9447 0.00207118 -0.0318488  2.95859 -0.258201  0.0020851 -0.0318203  0.941383 -0.284156  2.97219e-05 -0.0319658  0.964772 -0.275016  3.85445e-05 -0.0319685  2.95614 -0.272394  -0.00201482 -0.0318368  4.97573 -0.276122  -0.00200535 -0.0318341  4.96683 -0.279889  
31.0075 0.00206301 -0.031786  2.9586 -0.257741  0.00207686 -0.0317577  0.941435 -0.283599  2.96401e-05 -0.0319024  0.964761 -0.274495  3.84207e-05 -0.031905  2.95614 -0.271882  -0.0020068 -0.0317741  4.97568 -0.275596  -0.00199737 -0.0317715  4.96679 -0.279349  
31.0704 0.00205489 -0.0317235  2.95861 -0.257283  0.00206867 -0.0316955  0.941486 -0.283044  2.95585e-05 -0.0318392  0.96475 -0.273975  3.82975e-05 -0.0318418  2.95614 -0.271372  -0.00199882 -0.0317117  4.97563 -0.275072  -0.00198945 -0.0317091  4.96674 -0.27881  
31.1332 0.00204682 -0.0316612  2.95862 -0.256826  0.00206052 -0.0316334  0.941538 -0.282492  2.94771e-05 -0.0317763  0.964739 -0.273457  3.81747e-05 -0.0317789  2.95613 -0.270864  -0.00199089 -0.0316496  4.97558 -0.27455  -0.00198157 -0.031647  4.9667 -0.278274  
31.196 0.0020388 -0.0315992  2.95863 -0.256371  0.00205242 -0.0315716  0.941589 -0.281942  2.9396e-05 -0.0317136  0.964728 -0.272941  3.80524e-05 -0.0317162  2.95613 -0.270357  -0.00198301 -0.0315877  4.97553 -0.27403  -0.00197373 -0.0315851  4.96666 -0.27774  
31.2588 0.00203082 -0.0315374  2.95864 -0.255918  0.00204437 -0.03151  0.941639 -0.281393  2.9315e-05 -0.0316512  0.964717 -0.272427  3.79306e-05 -0.0316538  2.95612 -0.269853  -0.00197518 -0.031526  4.97548 -0.273512  -0.00196595 -0.0315234  4.96661 -0.277208  
31.3217 0.00202289 -0.0314759  2.95865 -0.255466  0.00203637 -0.0314487  0.941689 -0.280847  2.92342e-05 -0.031589  0.964707 -0.271914  3.78093e-05 -0.0315916  2.95612 -0.26935  -0.00196739 -0.0314645  4.97543 -0.272995  -0.0019582 -0.031462  4.96657 -0.276677  
31.3845 0.002015 -0.0314145  2.95866 -0.255016  0.00202841 -0.0313876  0.941739 -0.280303  2.91536e-05 -0.0315271  0.964696 -0.271404  3.76885e-05 -0.0315296  2.95612 -0.26885  -0.00195965 -0.0314033  4.97538 -0.272481  -0.00195051 -0.0314008  4.96653 -0.276149  
31.4473 0.00200717 -0.0313535  2.95867 -0.254567  0.0020205 -0.0313267  0.941789 -0.279761  2.90732e-05 -0.0314654  0.964685 -0.270896  3.75682e-05 -0.0314679  2.95611 -0.268351  -0.00195195 -0.0313424  4.97533 -0.271969  -0.00194286 -0.0313399  4.96649 -0.275623  
31.5102 0.00199937 -0.0312926  2.95868 -0.25412  0.00201263 -0.0312661  0.941839 -0.279221  2.8993e-05 -0.0314039  0.964675 -0.270389  3.74484e-05 -0.0314064  2.95611 -0.267854  -0.0019443 -0.0312816  4.97528 -0.271458  -0.00193525 -0.0312792  4.96645 -0.275098  
31.573 0.00199162 -0.031232  2.95869 -0.253674  0.00200481 -0.0312056  0.941888 -0.278683  2.89131e-05 -0.0313427  0.964664 -0.269885  3.7329e-05 -0.0313451  2.9561 -0.267358  -0.00193669 -0.0312211  4.97523 -0.27095  -0.00192769 -0.0312187  4.9664 -0.274576  
31.6358 0.00198392 -0.0311716  2.9587 -0.25323  0.00199703 -0.0311455  0.941936 -0.278148  2.88333e-05 -0.0312817  0.964654 -0.269382  3.72102e-05 -0.0312841  2.9561 -0.266865  -0.00192913 -0.0311609  4.97518 -0.270443  -0.00192017 -0.0311584  4.96636 -0.274056  
31.6987 0.00197626 -0.0311115  2.95871 -0.252788  0.0019893 -0.0310855  0.941985 -0.277614  2.87537e-05 -0.0312209  0.964643 -0.268881  3.70918e-05 -0.0312233  2.9561 -0.266373  -0.00192161 -0.0311008  4.97513 -0.269938  -0.00191269 -0.0310984  4.96632 -0.273537  
31.7615 0.00196864 -0.0310516  2.95872 -0.252347  0.00198162 -0.0310258  0.942033 -0.277082  2.86744e-05 -0.0311604  0.964633 -0.268382  3.69739e-05 -0.0311628  2.95609 -0.265883  -0.00191414 -0.031041  4.97508 -0.269435  -0.00190526 -0.0310386  4.96628 -0.273021  
31.8243 0.00196107 -0.0309919  2.95873 -0.251908  0.00197398 -0.0309663  0.942081 -0.276552  2.85952e-05 -0.0311001  0.964623 -0.267885  3.68565e-05 -0.0311025  2.95609 -0.265395  -0.00190671 -0.0309814  4.97504 -0.268934  -0.00189787 -0.030979  4.96624 -0.272506  
31.8872 0.00195354 -0.0309324  2.95874 -0.25147  0.00196638 -0.030907  0.942129 -0.276025  2.85163e-05 -0.03104  0.964613 -0.267389  3.67396e-05 -0.0310424  2.95608 -0.264909  -0.00189932 -0.030922  4.97499 -0.268435  -0.00189053 -0.0309197  4.9662 -0.271994  
31.95 0.00194605 -0.0308732  2.95875 -0.251033  0.00195882 -0.030848  0.942176 -0.275499  2.84376e-05 -0.0309802  0.964602 -0.266896  3.66231e-05 -0.0309826  2.95608 -0.264425  -0.00189197 -0.0308629  4.97494 -0.267938  -0.00188323 -0.0308606  4.96616 -0.271483  
32.0128 0.00193861 -0.0308141  2.95875 -0.250598  0.00195131 -0.0307891  0.942223 -0.274975  2.83591e-05 -0.0309206  0.964592 -0.266404  3.65072e-05 -0.0309229  2.95608 -0.263942  -0.00188467 -0.030804  4.97489 -0.267442  -0.00187596 -0.0308017  4.96612 -0.270974  
32.0757 0.00193121 -0.0307554  2.95876 -0.250165  0.00194384 -0.0307305  0.94227 -0.274453  2.82808e-05 -0.0308612  0.964582 -0.265914  3.63916e-05 -0.0308636  2.95607 -0.263461  -0.00187741 -0.0307453  4.97485 -0.266948  -0.00186874 -0.030743  4.96608 -0.270467  
32.1385 0.00192385 -0.0306968  2.95877 -0.249733  0.00193642 -0.0306721  0.942317 -0.273934  2.82027e-05 -0.0308021  0.964572 -0.265425  3.62766e-05 -0.0308044  2.95607 -0.262981  -0.00187019 -0.0306868  4.9748 -0.266456  -0.00186157 -0.0306845  4.96604 -0.269962  
32.2013 0.00191653 -0.0306384  2.95878 -0.249303  0.00192903 -0.030614  0.942363 -0.273416  2.81248e-05 -0.0307432  0.964562 -0.264939  3.61621e-05 -0.0307454  2.95606 -0.262504  -0.00186301 -0.0306285  4.97475 -0.265966  -0.00185443 -0.0306263  4.966 -0.269459  
32.2642 0.00190926 -0.0305803  2.95879 -0.248874  0.00192169 -0.030556  0.942409 -0.2729  2.80472e-05 -0.0306844  0.964553 -0.264454  3.6048e-05 -0.0306867  2.95606 -0.262028  -0.00185587 -0.0305705  4.97471 -0.265478  -0.00184733 -0.0305682  4.96596 -0.268958  
32.327 0.00190202 -0.0305224  2.9588 -0.248446  0.00191439 -0.0304983  0.942455 -0.272386  2.79697e-05 -0.030626  0.964543 -0.263971  3.59343e-05 -0.0306282  2.95606 -0.261554  -0.00184877 -0.0305127  4.97466 -0.264991  -0.00184028 -0.0305104  4.96592 -0.268458  
32.3898 0.00189483 -0.0304647  2.95881 -0.24802  0.00190713 -0.0304408  0.9425 -0.271874  2.78925e-05 -0.0305677  0.964533 -0.26349  3.58212e-05 -0.0305699  2.95605 -0.261081  -0.00184172 -0.0304551  4.97462 -0.264506  -0.00183326 -0.0304528  4.96589 -0.26796  
32.4527 0.00188767 -0.0304072  2.95882 -0.247595  0.00189991 -0.0303834  0.942545 -0.271363  2.78155e-05 -0.0305097  0.964523 -0.263011  3.57085e-05 -0.0305119  2.95605 -0.260611  -0.0018347 -0.0303977  4.97457 -0.264023  -0.00182629 -0.0303955  4.96585 -0.267465  
32.5155 0.00188056 -0.0303499  2.95883 -0.247172  0.00189274 -0.0303263  0.94259 -0.270855  2.77387e-05 -0.0304518  0.964514 -0.262533  3.55963e-05 -0.030454  2.95605 -0.260141  -0.00182772 -0.0303405  4.97453 -0.263542  -0.00181935 -0.0303383  4.96581 -0.266971  
32.5783 0.00187349 -0.0302929  2.95884 -0.24675  0.0018856 -0.0302695  0.942635 -0.270349  2.76621e-05 -0.0303942  0.964504 -0.262057  3.54845e-05 -0.0303964  2.95604 -0.259674  -0.00182079 -0.0302835  4.97448 -0.263062  -0.00181245 -0.0302814  4.96577 -0.266478  
32.6411 0.00186645 -0.030236  2.95884 -0.24633  0.0018785 -0.0302128  0.94268 -0.269844  2.75858e-05 -0.0303368  0.964495 -0.261583  3.53732e-05 -0.030339  2.95604 -0.259208  -0.00181389 -0.0302268  4.97444 -0.262584  -0.00180559 -0.0302246  4.96573 -0.265988  
32.704 0.00185946 -0.0301794  2.95885 -0.245911  0.00187144 -0.0301563  0.942724 -0.269342  2.75096e-05 -0.0302797  0.964485 -0.26111  3.52623e-05 -0.0302818  2.95603 -0.258744  -0.00180703 -0.0301702  4.97439 -0.262108  -0.00179877 -0.0301681  4.9657 -0.265499  
32.7668 0.0018525 -0.0301229  2.95886 -0.245493  0.00186443 -0.0301001  0.942768 -0.268841  2.74337e-05 -0.0302227  0.964476 -0.260639  3.51519e-05 -0.0302248  2.95603 -0.258282  -0.00180021 -0.0301139  4.97435 -0.261634  -0.00179199 -0.0301118  4.96566 -0.265012  
32.8296 0.00184558 -0.0300667  2.95887 -0.245077  0.00185745 -0.030044  0.942811 -0.268342  2.7358e-05 -0.0301659  0.964466 -0.26017  3.50419e-05 -0.0301681  2.95603 -0.257821  -0.00179343 -0.0300577  4.97431 -0.261161  -0.00178525 -0.0300556  4.96562 -0.264527  
32.8925 0.0018387 -0.0300107  2.95888 -0.244663  0.00185051 -0.0299882  0.942855 -0.267845  2.72826e-05 -0.0301094  0.964457 -0.259702  3.49324e-05 -0.0301115  2.95602 -0.257362  -0.00178668 -0.0300018  4.97426 -0.26069  -0.00177854 -0.0299997  4.96559 -0.264044  
32.9553 0.00183186 -0.0299549  2.95889 -0.244249  0.0018436 -0.0299325  0.942898 -0.267349  2.72073e-05 -0.0300531  0.964448 -0.259236  3.48234e-05 -0.0300552  2.95602 -0.256904  -0.00177998 -0.0299461  4.97422 -0.26022  -0.00177188 -0.029944  4.96555 -0.263562  
33.0181 0.00182506 -0.0298993  2.9589 -0.243837  0.00183674 -0.0298771  0.942941 -0.266856  2.71322e-05 -0.0299969  0.964439 -0.258772  3.47148e-05 -0.029999  2.95602 -0.256448  -0.00177331 -0.0298906  4.97418 -0.259753  -0.00176525 -0.0298885  4.96551 -0.263082  
33.081 0.00181829 -0.0298439  2.9589 -0.243427  0.00182992 -0.0298218  0.942984 -0.266364  2.70574e-05 -0.029941  0.96443 -0.258309  3.46066e-05 -0.0299431  2.95601 -0.255994  -0.00176668 -0.0298352  4.97413 -0.259286  -0.00175865 -0.0298332  4.96548 -0.262604  
33.1438 0.00181157 -0.0297887  2.95891 -0.243017  0.00182313 -0.0297668  0.943026 -0.265874  2.69828e-05 -0.0298853  0.96442 -0.257848  3.44989e-05 -0.0298874  2.95601 -0.255541  -0.00176009 -0.0297801  4.97409 -0.258822  -0.0017521 -0.0297781  4.96544 -0.262128  
33.2066 0.00180488 -0.0297337  2.95892 -0.24261  0.00181638 -0.029712  0.943068 -0.265386  2.69084e-05 -0.0298298  0.964411 -0.257389  3.43916e-05 -0.0298318  2.95601 -0.25509  -0.00175353 -0.0297252  4.97405 -0.258359  -0.00174557 -0.0297232  4.96541 -0.261653  
33.2695 0.00179822 -0.0296789  2.95893 -0.242203  0.00180966 -0.0296573  0.94311 -0.2649  2.68343e-05 -0.0297745  0.964402 -0.256931  3.42848e-05 -0.0297765  2.956 -0.25464  -0.00174701 -0.0296705  4.97401 -0.257898  -0.00173909 -0.0296685  4.96537 -0.26118  
33.3323 0.0017916 -0.0296243  2.95894 -0.241798  0.00180299 -0.0296029  0.943152 -0.264415  2.67603e-05 -0.0297194  0.964393 -0.256475  3.41784e-05 -0.0297214  2.956 -0.254192  -0.00174052 -0.029616  4.97397 -0.257439  -0.00173264 -0.029614  4.96534 -0.260709  
33.3951 0.00178502 -0.0295699  2.95895 -0.241394  0.00179635 -0.0295487  0.943193 -0.263932  2.66866e-05 -0.0296645  0.964385 -0.256021  3.40724e-05 -0.0296665  2.956 -0.253745  -0.00173407 -0.0295617  4.97393 -0.256981  -0.00172623 -0.0295597  4.9653 -0.260239  
33.458 0.00177848 -0.0295157  2.95895 -0.240991  0.00178975 -0.0294946  0.943235 -0.263451  2.66131e-05 -0.0296098  0.964376 -0.255568  3.39669e-05 -0.0296118  2.95599 -0.2533  -0.00172766 -0.0295076  4.97388 -0.256525  -0.00171985 -0.0295056  4.96527 -0.259771  
33.5208 0.00177197 -0.0294617  2.95896 -0.24059  0.00178318 -0.0294408  0.943276 -0.262972  2.65398e-05 -0.0295553  0.964367 -0.255116  3.38618e-05 -0.0295573  2.95599 -0.252857  -0.00172128 -0.0294536  4.97384 -0.25607  -0.00171351 -0.0294517  4.96523 -0.259305  
33.5836 0.00176549 -0.0294079  2.95897 -0.24019  0.00177665 -0.0293871  0.943316 -0.262494  2.64667e-05 -0.029501  0.964358 -0.254667  3.37571e-05 -0.029503  2.95599 -0.252415  -0.00171494 -0.0293999  4.9738 -0.255617  -0.0017072 -0.029398  4.9652 -0.25884  
33.6465 0.00175905 -0.0293543  2.95898 -0.239792  0.00177015 -0.0293336  0.943357 -0.262018  2.63939e-05 -0.0294469  0.96435 -0.254218  3.36528e-05 -0.0294488  2.95598 -0.251975  -0.00170863 -0.0293464  4.97376 -0.255165  -0.00170093 -0.0293445  4.96516 -0.258378  
33.7093 0.00175265 -0.0293009  2.95899 -0.239395  0.00176369 -0.0292804  0.943397 -0.261544  2.63213e-05 -0.029393  0.964341 -0.253772  3.3549e-05 -0.0293949  2.95598 -0.251536  -0.00170236 -0.029293  4.97372 -0.254715  -0.00169469 -0.0292911  4.96513 -0.257916  
33.7721 0.00174628 -0.0292477  2.95899 -0.238999  0.00175727 -0.0292273  0.943438 -0.261071  2.62489e-05 -0.0293393  0.964332 -0.253327  3.34456e-05 -0.0293412  2.95598 -0.251099  -0.00169612 -0.0292399  4.97368 -0.254267  -0.00168849 -0.029238  4.96509 -0.257456  
33.835 0.00173994 -0.0291946  2.959 -0.238604  0.00175088 -0.0291744  0.943477 -0.2606  2.61767e-05 -0.0292858  0.964324 -0.252883  3.33427e-05 -0.0292877  2.95597 -0.250663  -0.00168991 -0.0291869  4.97364 -0.25382  -0.00168231 -0.029185  4.96506 -0.256998  
33.8978 0.00173364 -0.0291418  2.95901 -0.238211  0.00174452 -0.0291217  0.943517 -0.260131  2.61047e-05 -0.0292325  0.964315 -0.252441  3.32401e-05 -0.0292343  2.95597 -0.250229  -0.00168374 -0.0291341  4.9736 -0.253375  -0.00167618 -0.0291323  4.96503 -0.256542  
33.9606 0.00172737 -0.0290891  2.95902 -0.237819  0.0017382 -0.0290692  0.943557 -0.259664  2.6033e-05 -0.0291793  0.964307 -0.252001  3.3138e-05 -0.0291812  2.95597 -0.249796  -0.0016776 -0.0290815  4.97356 -0.252931  -0.00167007 -0.0290797  4.96499 -0.256087  
34.0234 0.00172114 -0.0290367  2.95903 -0.237428  0.00173191 -0.0290168  0.943596 -0.259198  2.59614e-05 -0.0291264  0.964298 -0.251562  3.30363e-05 -0.0291283  2.95596 -0.249364  -0.0016715 -0.0290291  4.97352 -0.252489  -0.001664 -0.0290273  4.96496 -0.255634  
34.0863 0.00171494 -0.0289844  2.95903 -0.237038  0.00172566 -0.0289647  0.943635 -0.258734  2.58901e-05 -0.0290737  0.96429 -0.251124  3.2935e-05 -0.0290755  2.95596 -0.248935  -0.00166543 -0.0289769  4.97348 -0.252049  -0.00165797 -0.0289751  4.96493 -0.255182  
34.1491 0.00170877 -0.0289323  2.95904 -0.23665  0.00171944 -0.0289127  0.943674 -0.258271  2.5819e-05 -0.0290211  0.964282 -0.250688  3.28341e-05 -0.0290229  2.95596 -0.248506  -0.00165939 -0.0289249  4.97345 -0.25161  -0.00165196 -0.0289231  4.9649 -0.254732  
34.2119 0.00170264 -0.0288804  2.95905 -0.236263  0.00171325 -0.028861  0.943712 -0.25781  2.57482e-05 -0.0289687  0.964273 -0.250254  3.27336e-05 -0.0289705  2.95595 -0.248079  -0.00165338 -0.028873  4.97341 -0.251172  -0.00164599 -0.0288713  4.96486 -0.254283  
34.2748 0.00169654 -0.0288286  2.95906 -0.235877  0.0017071 -0.0288094  0.943751 -0.257351  2.56775e-05 -0.0289165  0.964265 -0.249821  3.26335e-05 -0.0289183  2.95595 -0.247654  -0.00164741 -0.0288214  4.97337 -0.250736  -0.00164005 -0.0288196  4.96483 -0.253837  
34.3376 0.00169047 -0.0287771  2.95906 -0.235493  0.00170098 -0.028758  0.943789 -0.256893  2.56071e-05 -0.0288645  0.964257 -0.24939  3.25339e-05 -0.0288663  2.95595 -0.24723  -0.00164147 -0.0287699  4.97333 -0.250301  -0.00163414 -0.0287682  4.9648 -0.253391  
34.4004 0.00168443 -0.0287257  2.95907 -0.23511  0.00169489 -0.0287067  0.943827 -0.256437  2.55369e-05 -0.0288127  0.964249 -0.24896  3.24346e-05 -0.0288145  2.95595 -0.246807  -0.00163556 -0.0287186  4.97329 -0.249868  -0.00162826 -0.0287169  4.96477 -0.252947  
34.4633 0.00167843 -0.0286746  2.95908 -0.234728  0.00168883 -0.0286557  0.943864 -0.255983  2.54669e-05 -0.0287611  0.964241 -0.248531  3.23358e-05 -0.0287629  2.95594 -0.246386  -0.00162968 -0.0286675  4.97326 -0.249437  -0.00162242 -0.0286658  4.96473 -0.252505  
34.5261 0.00167245 -0.0286236  2.95909 -0.234347  0.00168281 -0.0286048  0.943902 -0.25553  2.53971e-05 -0.0287097  0.964233 -0.248104  3.22373e-05 -0.0287114  2.95594 -0.245966  -0.00162384 -0.0286165  4.97322 -0.249007  -0.0016166 -0.0286148  4.9647 -0.252064  
34.5889 0.00166651 -0.0285727  2.95909 -0.233967  0.00167682 -0.0285541  0.943939 -0.255079  2.53276e-05 -0.0286584  0.964225 -0.247678  3.21393e-05 -0.0286601  2.95594 -0.245548  -0.00161802 -0.0285658  4.97318 -0.248578  -0.00161082 -0.0285641  4.96467 -0.251625  
34.6518 0.0016606 -0.0285221  2.9591 -0.233589  0.00167086 -0.0285036  0.943976 -0.254629  2.52582e-05 -0.0286073  0.964217 -0.247254  3.20416e-05 -0.028609  2.95593 -0.245131  -0.00161224 -0.0285152  4.97314 -0.248151  -0.00160507 -0.0285135  4.96464 -0.251187  
34.7146 0.00165473 -0.0284716  2.95911 -0.233212  0.00166493 -0.0284533  0.944013 -0.254181  2.51891e-05 -0.0285564  0.964209 -0.246832  3.19444e-05 -0.0285581  2.95593 -0.244715  -0.00160649 -0.0284648  4.97311 -0.247725  -0.00159935 -0.0284631  4.96461 -0.250751  
34.7774 0.00164888 -0.0284213  2.95912 -0.232836  0.00165903 -0.0284031  0.94405 -0.253735  2.51202e-05 -0.0285057  0.964201 -0.24641  3.18475e-05 -0.0285074  2.95593 -0.244301  -0.00160076 -0.0284146  4.97307 -0.247301  -0.00159366 -0.0284129  4.96458 -0.250316  
34.8403 0.00164306 -0.0283712  2.95912 -0.232461  0.00165317 -0.0283531  0.944087 -0.25329  2.50516e-05 -0.0284552  0.964193 -0.24599  3.17511e-05 -0.0284568  2.95592 -0.243889  -0.00159507 -0.0283645  4.97303 -0.246878  -0.00158799 -0.0283629  4.96455 -0.249883  
34.9031 0.00163728 -0.0283213  2.95913 -0.232088  0.00164733 -0.0283033  0.944123 -0.252846  2.49831e-05 -0.0284048  0.964186 -0.245572  3.1655e-05 -0.0284065  2.95592 -0.243477  -0.00158941 -0.0283146  4.973 -0.246456  -0.00158236 -0.028313  4.96452 -0.249451  
34.9659 0.00163152 -0.0282715  2.95914 -0.231715  0.00164153 -0.0282537  0.944159 -0.252404  2.49149e-05 -0.0283546  0.964178 -0.245155  3.15594e-05 -0.0283563  2.95592 -0.243067  -0.00158378 -0.0282649  4.97296 -0.246036  -0.00157676 -0.0282633  4.96448 -0.249021  
35.0288 0.00162579 -0.0282219  2.95914 -0.231344  0.00163576 -0.0282042  0.944195 -0.251964  2.48468e-05 -0.0283046  0.96417 -0.244739  3.14641e-05 -0.0283062  2.95592 -0.242659  -0.00157818 -0.0282154  4.97292 -0.245618  -0.00157119 -0.0282138  4.96445 -0.248592  
